member_id,loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,desc,purpose,title,addr_state,last_pymnt_d,last_pymnt_amnt
1294447,28000,26968.3134592, 60 months,14.27,655.44,C,mckinstry co.,7 years,MORTGAGE,95000,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/09/11 > This loan consolidates all my consumer debt, including car payments. It will reduce my total monthly payment drastically and I will be debt free in 5 years or less.  <br> Borrower added on 12/10/11 > Right now we pay $1,000 per month on consumer debt (including car payment). This loan will lower that payment by $350 per month. I have a stable job, I've worked for the same employer for 7 years. This loan seems like a &quot;no brainer&quot; to me, and I'm excited to be debt free. I pride myself on paying my bills on time and I enjoy having good credit.<br>",debt_consolidation,debt consolidation,WA,Jun-2014,17578.41
1284748,30000,30000, 36 months,12.42,1002.46,B,UW HealthPartners,2 years,RENT,80000,Verified,Dec-2011,Fully Paid,  Borrower added on 12/08/11 > I plan to consolidate all debt and have it paid in three years. I have a stable for the last 2 years. I have never been late on any of my payments.<br>,debt_consolidation,Debt Consolidation,WI,Dec-2014,1013.44
1295599,16000,16000, 36 months,10.65,521.18,B,PALA CASINO AND RESORT,9 years,MORTGAGE,55000,Verified,Dec-2011,Fully Paid,  Borrower added on 12/12/11 > paying off bills with a single payment and much less APR <br>,debt_consolidation,DEBT PAYOFF,CA,Dec-2014,543.7
1295743,14500,14500, 36 months,14.65,500.17,C,Herson's Kia,8 years,RENT,90000,Verified,Dec-2011,Fully Paid,,credit_card,Debt consolidation,MD,Dec-2014,505.48
1293888,11700,11675, 60 months,14.65,276.2,C,ourisma fairfax toyota,3 years,RENT,68500,Verified,Dec-2011,Fully Paid,,credit_card,Credit Card,VA,Jul-2013,9146.84
1295731,4150,4150, 36 months,10.65,135.18,B,Cloudmark,4 years,RENT,100000,Not Verified,Dec-2011,Fully Paid,,debt_consolidation,Consolidation Loan December 2011,CA,May-2014,1054.39
1269948,15000,14975, 60 months,11.71,331.48,B,BlueCross BlueShield of TN,10+ years,MORTGAGE,72000,Verified,Dec-2011,Current,"  Borrower added on 12/19/11 > phone bill - 102.74 monthly, taxes - 375.00 yearly<br>",debt_consolidation,Debt Consolidation,AL,Dec-2015,331.48
1295491,24000,24000, 36 months,16.77,852.93,D,good samaritan hospital,6 years,RENT,70000,Verified,Dec-2011,Fully Paid,  Borrower added on 12/08/11 > current working<br>,credit_card,2400,CA,Dec-2014,889.54
1295567,21250,21250, 36 months,12.42,710.08,B,SHOWBOAT CASINO,5 years,RENT,37000,Verified,Dec-2011,Charged Off,  Borrower added on 12/09/11 > Money to pay off any bills and to buy items for business.<br> Borrower added on 12/10/11 > Money is to pay off any bills(easier to pay off one source) and to make capital improvements for business.<br>,other,"Debt-Paying, Wife-Helping",NJ,Dec-2012,710.08
1295557,10000,10000, 36 months,14.27,343.09,C,Simmons First National.Com,10+ years,OWN,75000,Source Verified,Dec-2011,Fully Paid,,debt_consolidation,Debt Consolidation,AR,Dec-2014,355.71
1295495,25000,24975, 60 months,18.25,638.25,D,US Bank,< 1 year,MORTGAGE,75000,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/12/11 >  I plan to use the funds to pay off all credit card debt. I bought a Condo in foreclosure. The purchase took most of my savings and there were many repairs and fixtures necessary to make the place livable, which I used credit cards to finance. Many of my creditors began to cut my limits and raise my interest rates, even though I never made a single payment late.<br>Consolidating my debt will simplify my life and my finances, and take away a lot of stress the situation has caused.<br>My job is very stable. I work in a specialized field  which is very much in demand these days. I have worked in this capacity for over 6 years<br>",debt_consolidation,Debt Consolidation,CA,Oct-2013,19322.18
1295480,4000,4000, 36 months,15.96,140.55,C,harrahs las vegas,6 years,RENT,39000,Source Verified,Dec-2011,Fully Paid,,debt_consolidation,debt freedom,NV,Mar-2014,919.43
1295533,15000,15000, 36 months,11.71,496.14,B,Chase Investments Services Corp.,< 1 year,RENT,60000,Not Verified,Dec-2011,Fully Paid,  Borrower added on 12/12/11 > Consolidate debt at an overall lower interest rate.<br>,debt_consolidation,Consolidation,NY,Feb-2014,5213.76
1295111,20000,19975, 60 months,13.49,460.1,C,seminole hard rock,3 years,RENT,68000,Verified,Dec-2011,Fully Paid,,credit_card,Credit Card,FL,Nov-2015,3249.54
1295416,15000,14975, 60 months,17.58,377.49,D,BMW of Murray,3 years,MORTGAGE,110000,Verified,Dec-2011,Fully Paid,  Borrower added on 12/08/11 > We moved into our home and had our basement flood three weeks later. Insurance was helpful but I would rather consolidate the extra money we spent on this than running up credit cards. Thanks.<br>,home_improvement,Remodel,UT,Feb-2013,12967.45
1295092,3600,3600, 36 months,15.96,126.5,C,Lawrence Hospital,3 years,RENT,40000,Source Verified,Dec-2011,Fully Paid,  Borrower added on 12/09/11 > Thanks for reviewing my loan request. I appreciated your support. <br><br> Borrower added on 12/09/11 > Thanks for reviewing my loan request. <br>,moving,Moving,NY,Dec-2014,128.92
1295090,6000,6000, 60 months,19.03,155.75,E,tian shan trading,5 years,OWN,31000,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/08/11 > Need some money to pay off my bills and fix my car, plus holiday shopping!<br> Borrower added on 12/13/11 > my mom got an accident at work, and she cannot work no more! <br>",debt_consolidation,Debt,CA,Jun-2015,2736.66
1295086,15000,15000, 36 months,15.27,521.97,C,Hudson Hotel,10+ years,RENT,60000,Verified,Dec-2011,Charged Off,,debt_consolidation,Debt Consolidation,NY,Nov-2012,521.97
1293329,12000,11975, 60 months,18.25,306.36,D,Kaiser Permanente,3 years,RENT,43000,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/10/11 > Visa $1,557.52 Interest 18.24% Minimum Payment $48<br>Visa  $2,111.04 18.3% Minimum Payment $40.00<br>Mastercard $1,835.76 Interest 17.9% Minimum Payment $42<br>Visa  $2,513.07  Interest 20.24% Minimum Payment $68<br>Store Credit Card	 $500.66 Interest 20% Minimum Payment $25<br>Visa $1,600.46 Interest 18.34% Minimum Payment $38<br>MasterCard $755.80 Interest 22.99% Minimum payment $15 <br>Visa $609.73 Interest 19.24% Minimum payment $25 <br><br>Please Note I always pay more than the minimum amount due on all cards. <br> Borrower added on 12/13/11 > The reason for the large revolving credit balance is due to health expenses which has since been managed and I can focus my effort on paying off the bills.<br><br>  Borrower added on 12/15/11 > Total Monthly Expenses (including rent, utilities, insurance, car payment, food, gas etc.) are $1200. <br>",credit_card,Credit Card Loan,CA,Apr-2015,5204.48
1294683,12375,12375, 36 months,7.51,385,A,NIHFCU,6 years,RENT,42000,Not Verified,Dec-2011,Fully Paid,,debt_consolidation,Debt Consolidation,MD,Dec-2012,8947.42
1295405,4000,4000, 36 months,12.69,134.18,B,publix,6 years,RENT,30000,Not Verified,Dec-2011,Charged Off,  Borrower added on 12/08/11 > remodeling our kitchen<br>,home_improvement,home improvement,FL,Mar-2013,134.18
1295070,13000,13000, 36 months,10.65,423.46,B,Bay Area Women's Care,10+ years,MORTGAGE,50000,Not Verified,Dec-2011,Fully Paid,"  Borrower added on 12/08/11 > I am never late on payments;mortgage, car, credit  cards, etc and I have a stable job that I've been at for ten and a half years. i just want to consolidate debt into one payment.<br>",debt_consolidation,Debt consolidation,FL,Dec-2014,440.06
1293535,5000,5000, 36 months,6.62,153.52,A,superhero graphics,1 year,MORTGAGE,39396,Source Verified,Dec-2011,Fully Paid,"  Borrower added on 12/08/11 > Home Improvement<br> Borrower added on 12/10/11 > I would like to replace all the toilets, sinks, fixtures, and add hardwood floors downstairs in my home. I also would like to Paint all walls downstairs, replace all appliances and counter top. I have a good job and my credit should speak for itself. Thank you!<br>",home_improvement,Home Improvement,GA,Apr-2014,1362.42
1265811,5000,5000, 36 months,15.96,175.69,C,DST Inc,7 years,OWN,98000,Source Verified,Dec-2011,Fully Paid,"  Borrower added on 12/08/11 > I have multiple high interest cards, including a Macy's card with a 24.99 % rate.  I want to pay them off and close out the accounts.<br>",credit_card,Pay off High Interest Credit Cards,CA,Aug-2013,2842.92
1295377,26000,25975, 36 months,11.71,859.98,B,Saint Francis Health System,10+ years,RENT,62500,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/08/11 > I wish to use this to pay off, once and for all, my old credit card debt. I want to get this paid as quickly as possible. <br>",credit_card,CleanUpCC,OK,Dec-2014,873.68
1295378,15000,15000, 60 months,18.64,386.15,E,Waterstone Mortgage Corp.,8 years,MORTGAGE,95000,Verified,Dec-2011,Fully Paid,,credit_card,Excellent Payment History Borrower,WI,Sep-2015,5599.8
1295062,4000,4000, 60 months,19.91,105.78,E,Newell Rubbermaid Inc,10+ years,RENT,45000,Source Verified,Dec-2011,Charged Off,,house,mortgage,PA,Apr-2013,331.68
1293809,8000,8000, 36 months,7.9,250.33,A,lakeshore,10+ years,RENT,32400,Not Verified,Dec-2011,Fully Paid,,debt_consolidation,Debt Consolidation,CA,Jun-2014,1723.57
1295380,1700,1700, 36 months,7.9,53.2,A,,n/a,MORTGAGE,37800,Not Verified,Dec-2011,Charged Off,,home_improvement,Home Improvement,CO,Sep-2013,53.2
1295337,16000,16000, 36 months,9.91,515.6,B,Drexel University,10+ years,RENT,50000,Not Verified,Dec-2011,Fully Paid,"  Borrower added on 12/08/11 > I'm seeking to lower my overall per month debt payment.  I've stayed current on my bills for the past few years, and look forward to paying this loan off as scheduled with no problems.<br>",debt_consolidation,Debt Consolidation,PA,Dec-2014,529.31
1291460,20000,20000, 60 months,9.91,424.06,B,RALLYE BMW,10+ years,MORTGAGE,114996,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/12/11 > To whom it may concern. I am requesting this loan to lower my monthly expense and have one monthly payment This the first time i am actually using lending club did not realized u need specific details.I think i will be a good borrower because i pay my bill on time, and by credit score is the 800-850 range. My monthly budget is tight i have 2 car payment , and 2 credit card i am trying to pay off that why i am apply  for this loan all bill currently paid on time. My job is very stable i have been working there for 12 year trust me i don't think i am going any where very good work environment.    <br>",debt_consolidation,Debt Consolidation,NY,Dec-2013,13592.37
1291111,12000,12000, 36 months,14.65,413.94,C,Carefusion,6 years,RENT,54400,Verified,Dec-2011,Charged Off,  Borrower added on 12/08/11 > I plan on using this money to pay off some of my higher interest rate credit cards. This is a part of my plan to have all my debt paid off in 3 years so I can purchase my first home. This amount I requested will give me the room to pay off my debt and also have a bit extra for saving. I am a responsible person and have a secure job. I appreciate your consideratation in funding my loan. Thank you.<br>,debt_consolidation,Debt Consolidation Loan,WA,Apr-2014,480.6
1295369,7000,7000, 36 months,11.71,231.54,B,IBM,7 years,MORTGAGE,72800,Verified,Dec-2011,Fully Paid,  Borrower added on 12/08/11 > credit card/debt consolidation<br>,credit_card,CC Consolidation,MD,Jan-2015,233.37
1295329,8000,8000, 60 months,20.3,213.29,E,DOW Networks,1 year,RENT,42500,Source Verified,Dec-2011,Charged Off,"  Borrower added on 12/08/11 > Consolidating all my credit cards and paying my rent off for the rest of the contract. Then I'll double up on my payments on my loan with the money I save from the difference in rent payments and minimum payment amounts on my credit cards that I'll be paying off.<br> Borrower added on 12/11/11 > My lease is up on my apartment in July 2012, and my next step is buying a home. I'm saving my down payment now, and I just need to pay off my revolving debt. <br>",debt_consolidation,Consolidation Loan,GA,Jun-2014,200
1271501,13000,13000, 60 months,23.52,370.38,G,Garren New York ,10+ years,RENT,61000,Source Verified,Dec-2011,Current,"  Borrower added on 12/09/11 > Hi Everyone, <br><br>Thank you for taking the time to review my loan. I am planning on putting this loan toward Student Loans and Credit Cards. I have a job that I have been employed at for 10 years and feel this loan will help alleviate pressure on my financial situation and assist me paying down this debt.<br><br>Many thanks for your consideration! <br><br><br>",debt_consolidation,Creating More Space,NY,Dec-2015,370.38
1295322,13000,13000, 36 months,16.29,458.91,D,TR furniture,10+ years,RENT,28000,Source Verified,Dec-2011,Charged Off,,debt_consolidation,Debt Consolidation,NC,Oct-2013,320.84
1295039,20000,19975, 60 months,21.28,544.23,F,Oppenheimer & Co Inc,2 years,OWN,120000,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/08/11 > Consolidating 20,000 worth of CC debt.  I've been at my job for 4 years, 2 with my current company.  Never missed a payment on a loan and am looking to buy a house in the next year and want to get my finances in complete order.  <br> Borrower added on 12/09/11 > My monthly payments include $357 to USbank for my student loans, $550 to Lexus Financial for my vehicle, about $1000/mo for my revolving debt, and approx $500 for random bills around the house.  The $20,000 in CC debt includes 4 cards.  $11,000 to USbank $4000 to Chase, $4000 to Juniper Bank, and $1000 to Capital One.    Capital One, Chase, and Juniper are each getting closed after they are paid off.<br>",debt_consolidation,My CC consolidation loan,MN,Mar-2013,17328.61
1295353,18000,18000, 36 months,13.49,610.75,C,Pulte Homes,8 years,MORTGAGE,96000,Verified,Dec-2011,Fully Paid,  Borrower added on 12/08/11 > Consolidate high interest loan and higher interest credit cards.<br>,debt_consolidation,Consolidation Loan,CT,Dec-2014,636.15
1295340,10000,10000, 36 months,16.29,353.01,D,volt,3 years,RENT,83200,Source Verified,Dec-2011,Fully Paid,  Borrower added on 12/08/11 > refianance credit cards<br>,credit_card,refi,WA,May-2013,54.68
1295022,22250,22200, 60 months,15.27,532.49,C,"Southwest Pumps and Filters, Inc.",8 years,RENT,45000,Verified,Dec-2011,Fully Paid,"  Borrower added on 12/09/11 > By allowing us to consolidate our current debt, we will be able to pursue the dream of home ownership.  Thank you in advance for your consideration.  You will not be dissapointed if you invest in us.<br><br> Borrower added on 12/10/11 > First off - I appreciate everyone who takes time to review my listing.  Please let me say I believe I am a safe investment.  I make all my bill payments on time and have been trying to focus on chipping away at me debt and came across Lending Club.  I have tried to receive unsecure loans in the past to consolidate I have not been successful only because in my opinion, the banks are to concerned with housing loans and cannot take risks on unsecured loans.  Which is understandable. but impersonnal..  I am responsible and make all my payments as I mentioned above.  I have had a lot of unforseen expensed come my way and had to use credit cards.  I strongly believe if I can consolidate that I can eliminate my current debt and move closer to my dream of home ownership.  This cannot be possible until I payoff my current debt.  Thank you for you time and hopefully your investment.<br><br>  Borrower added on 12/20/11 > As the last day approaches for funding I really hope you will trust and invest in me.  I still have a large percentage remaining to be funded and appreciate your consideration.  Happy Holidays to everyone!<br>",debt_consolidation,Debt Consolidation,MO,Oct-2012,20146.17
